name,longitude,latitude
Bellevue-South-Park,40.74003657,-73.97803445
Playground-Eighty-Nine-LXXXIX,40.78866471,-73.97188985
Vincent-F-Albano-Jr-Playground,40.74202417,-73.97848564
Harlem-RBI,40.78664413,-73.94387553
Wagner-Houses-Pool,40.80170035,-73.93259449
The-Public-Theater,40.7285437,-73.99217831
Hells-Kitchen-Park,40.76297109,-73.99258101
Duarte-Square,40.72240441,-74.00549368
Tramway-Plaza,40.76101724,-73.96437803
Septuagesimo-UNO,40.77860776,-73.98435364
Convent-Garden,40.82834517,-73.94269634
Dr-Ronald-E-McNair-Playground,40.80255086,-73.93812615
Asphalt-Green,40.7784343,-73.94405718
Sheridan-Square-Viewing-Garden,40.73299683,-74.0021321
Ramon-Aponte-Park,40.76145118,-73.98934942
Pier-107-CVII,40.78906161,-73.93663691
Sunshine-Playground,40.78851756,-73.94788549
Ruppert-Park,40.78096207,-73.95015128
Mercer-Playground,40.72764268,-73.99629579
St-Gregorys-Playground,40.78951809,-73.97200753
Dream-Street-Park,40.80274542,-73.93503516
Abyssinian-Tot-Lot,40.81719201,-73.94084769
West-186th-Street-Basketball-Court,40.85188314,-73.93092812
Washington-Market-Park,40.71711343,-74.01159702
Merchants-House-Museum,40.72774506,-73.99227403
Lower-East-Side-Playground,40.72898784,-73.98350075
Riverside-Park-South,40.7782714,-73.99017259
Robert-L-Clinkscales-Playground-and-Community-Garden,40.82269998,-73.94005721
The-High-Line,40.74741056,-74.00509982
Tribeca-Dog-Run,40.71614943,-74.01196325
Pier-42,40.71039984,-73.98262894
West-Harlem-Piers,40.8179425,-73.96250389
Pearl-St-Playground,40.70781007,-74.00396724
Canal-Park,40.72529391,-74.01042946
Imagination-Playground,40.70585701,-74.00456598
East-River-Waterfront-Esplanade,40.70142981,-74.01120579
East-River-Waterfront-Esplanade-Zone-1,40.70142981,-74.01120579
East-River-Waterfront-Esplanade-Zone-2,40.70142981,-74.01120579
Fiorello-La-Guardia-Park,40.72801666,-73.99880933
Mannahatta-Park,40.70432356,-74.00725473
Coenties-Slip,40.70330786,-74.01069874
Spring-Street-Park,40.72515326,-74.00442768
Little-Red-Square,40.72934802,-74.00211678
Minerva-Bernardino-Greenstreet,40.80281112,-73.96407932
Dekovats-Triangle,40.7798179,-73.94408973
Alley-Pond-Park,40.74407126,-73.74422607
Alley-Athletic-Playground,40.73978482,-73.73631692
Grover-Cleveland-Playground,40.71083732,-73.91119339
Ashmead-Park,40.70291214,-73.79027567
Astoria-Park,40.77873714,-73.9230952
Ralph-Demarco-Park,40.783951,-73.91764155
Baisley-Pond-Park,40.67789315,-73.78571057
Bowne-Park,40.77051604,-73.80732223
Bayswater-Park,40.59782191,-73.76868931
Brookville-Park,40.66152152,-73.74415444
Clearview-Park-Golf-Course,40.78215463,-73.78857111
Little-Bay-Park,40.79047245,-73.78813693
Poppenhusen-Playground,40.78126595,-73.84459293
Crocheron-Park,40.77036626,-73.76735157
John-Golden-Park,40.77405054,-73.76802058
Veterans-Grove,40.74271042,-73.87753534
Astoria-Heights-Playground,40.76035844,-73.91177381
Forest-Park,40.69930971,-73.86170548
The-Olde-Towne-of-Flushing-Burial-Ground,40.75453371,-73.80241359
Gordon-Triangle,40.74877715,-73.9519511
Garlinge-Triangle,40.72833227,-73.89093426
Cunningham-Park,40.72812162,-73.77266091
McLaughlin-Playground,40.72554864,-73.76626782
Seven-Gables-Playground,40.74419491,-73.76641318
Rufus-King-Park,40.70370238,-73.80397955
Kissena-Park,40.74580096,-73.80850815
Major-Mark-Park,40.71167475,-73.78853395
Park-Of-The-Americas,40.74856436,-73.86192138
Laurelton-Parkway,40.68118193,-73.72837954
Beach-Channel-Park,40.58171088,-73.84185224
Tribute-Park,40.58205406,-73.83888373
William-F-Moore-Park,40.74368161,-73.85551193
Midland-Malls,40.71698555,-73.78455932
Lawrence-Virgilio-Playground,40.74751773,-73.91073493
McKenna-Triangle,40.74658992,-73.94409455
Mall-Eighteen,40.78322855,-73.84177301
Sabba-Park,40.74284851,-73.91584015
Mall-Thirty-Four-XXXIV,40.75714294,-73.85544688
Rafferty-Triangle,40.74749937,-73.94334365
Neponsit-Mall,40.57151133,-73.85883868
Benninger-Playground,40.70707124,-73.89827977
Elmjack-Mall,40.74430923,-73.88999133
Newtown-Playground,40.73634244,-73.86952669
Poppenhusen-Park,40.78785632,-73.84585057
Proctor-Hopson-Circle,40.6978801,-73.7862943
Andrews-Grove,40.74337696,-73.95482779
Josephine-Caminiti-Playground,40.74389561,-73.86155514
Queens-Village-Veterans-Plaza,40.71804043,-73.73588251
Rainey-Park,40.81876414,-73.8976568
Rockaway-Beach,40.58975824,-73.76927826
St-Albans-Park,40.69311998,-73.7787939
Captain-Tilly-Park,40.71207324,-73.79888787
Veterans-Square,40.66544447,-73.73521132
Clemens-Triangle,40.70005919,-73.90588664
Sohncke-Square,40.7455048,-73.90626912
Dunningham-Triangle,40.74635446,-73.88357067
Catharine-Turner-Richardson-Park,40.76830899,-73.74724793
Nine-Heroes-Plaza,40.74553783,-73.88908663
Steinmann-Triangle,40.74517456,-73.90914995
Fleetwood-Triangle,40.72269045,-73.86719018
Luke-J-Lang-Square,40.71856365,-73.90240765
John-Vincent-Daniels-Jr-Square,40.74413549,-73.91331154
Triborough-Bridge-Playground-B,40.77471237,-73.92311774
Triborough-Bridge-Playground-C,40.77398876,-73.92224223
Triborough-Bridge-Playground-D,40.77349583,-73.92156861
Triborough-Bridge-Playground-E,40.77299864,-73.92086348
Hoyt-Playground,40.77156816,-73.9172243
Chappetto-Square,40.77495982,-73.92238597
Pigeon-Paradise,40.74864594,-73.8965504
General-Hart-Playground,40.74877829,-73.89733301
Middleburgh-Triangle,40.74131233,-73.8750799
Trolley-Car-Triangle,40.76228417,-73.87242713
Short-Triangle,40.74608979,-73.94536497
Plaut-Triangle,40.75836294,-73.79719062
Glendale-Veterans-Triangle,40.7018537,-73.88082578
Legion-Triangle,40.68640464,-73.86663705
Wellbrock-Triangle,40.67888137,-73.83362044
Veterans-Plaza,40.75875874,-73.87492426
Wayanda-Park,40.71075736,-73.73899827
Jackie-Robinson-Parkway,40.70252554,-73.85922025
Grand-Central-Parkway,40.71662625,-73.80080711
Grand-Central-Parkway-Extension,40.7227002,-73.83625385
Tepper-Triangle,40.71872292,-73.79156066
Gorman-Playground,40.76238445,-73.88423625
Flushing-Fields,40.77538354,-73.81668941
Harvey-Park,40.78376191,-73.82346942
Federalist-Triangle,40.72679137,-73.90056613
Police-Officer-Edward-Byrne-Park,40.66733661,-73.80736103
Tudor-Park,40.67324198,-73.85470542
Gemini-Fields,40.67039761,-73.8523179
Vito-Locascio-Field,40.67000892,-73.8440833
Belt-Parkway,40.66625502,-73.79089961
Locust-Grove-Civic-Triangle,40.66560502,-73.82457105
Southern-Fields,40.66517252,-73.82835881
Lefferts-Playground,40.6653354,-73.8202575
Frank-D-OConnor-Playground,40.74417492,-73.88663083
Flushing-Meadows-Corona-Park,40.72775841,-73.83570349
Flushing-Greens,40.76314859,-73.83110801
Daniel-Carter-Beard-Mall,40.76368645,-73.82908899
Middle-Village-Playground,40.71009983,-73.87360751
Juniper-Valley-Park,40.72033734,-73.88036388
Kennedy-Playground,40.77167046,-73.77938556
Howard-Von-Dohlen-Playground,40.69944672,-73.81298124
Daniel-M-OConnell-Playground,40.69987525,-73.75810061
Springfield-Park,40.66183747,-73.76158345
Laurelton-Playground,40.67017089,-73.73655424
One-Room-Schoolhouse-Park,40.7633824,-73.87941736
Police-Officer-Nicholas-Demutiis-Park,40.68180417,-73.83929209
Frederick-B-Judge-Playground,40.68346628,-73.80820353
Harvard-Playground,40.70912027,-73.78158333
Junction-Playground,40.7547011,-73.87218233
Astoria-Health-Playground,40.76792723,-73.93263895
Myrtle-Avenue-Clemens-Triangle,40.70019987,-73.90657992
Francis-Lewis-Park,40.79654391,-73.82494355
Marconi-Park,40.69367637,-73.7954314
London-Planetree-Playground,40.68614258,-73.85324091
Phil-Scooter-Rizzuto-Park,40.69478741,-73.82158719
Motor-Parkway,40.73594941,-73.75942475
Frank-Principe-Park,40.72752136,-73.90487643
Pat-Williams-Playground,40.71003213,-73.72848218
Hempstead-Ballfield,40.71027381,-73.72933733
Hempstead-Bench-Spread,40.70996154,-73.7298999
Breininger-Park,40.72577024,-73.7289613
Cross-Island-Parkway,40.77306874,-73.76456152
McKee-Triangle,40.78723561,-73.81582776
Playground-115,40.78522853,-73.85258023
Columbus-Square,40.77011065,-73.91760338
Drumm-Triangle,40.69930528,-73.88824034
Barclay-Triangle,40.76137261,-73.86700918
Murray-Playground,40.74723038,-73.94882917
Jacob-Riis-Triangle,40.70197534,-73.83493986
Ruoff-Triangle,40.68252915,-73.85266342
Catholic-War-Veterans-Square,40.67587556,-73.81634234
Grand-Slope,40.73450385,-73.88288596
Metro-Triangle,40.7044267,-73.82617035
Father-Reilly-Square,40.72272073,-73.73614604
OSullivan-Plaza,40.76374988,-73.88090307
Rockaway-Beach-and-Boardwalk,40.58975824,-73.76927826
Beach-59th-St-Playground,40.58975824,-73.76927826
Beach-30th-Street-Playground,40.58975824,-73.76927826
Beach-17-Playground,40.58975824,-73.76927826
Beach-9-Playground,40.58975824,-73.76927826
Rockaway-Beach-Boardwalk,40.58975824,-73.76927826
Spring-Creek-Park-Addition,40.65821487,-73.85844694
Alexander-Grey-Triangle,40.79515807,-73.81372652
Corona-Plaza,40.74978813,-73.86225182
American-Triangle,40.74840364,-73.86336445
St-Michaels-Playground,40.758832,-73.89998999
Tudor-Malls,40.67382383,-73.85366121
Mall-Forty-Two-XLII,40.76212406,-73.77402102
Jackson-Mill-Green,40.76646414,-73.87580272
Corporal-Ruoff-Square,40.68048521,-73.84418386
David-J-OConnell-Square,40.67655689,-73.82065426
Eight-Oaks-Triangle,40.70724713,-73.82716897
MacDonald-Park,40.72214367,-73.84656666
Litchhult-Square,40.71595971,-73.74489524
Lawrence-Triangle,40.75589775,-73.81575056
Maple-Playground,40.75589713,-73.82604859
Queens-Valley-Playground,40.72187585,-73.82372135
Studley-Triangle,40.76239979,-73.80386105
Leonard-Square,40.76411246,-73.80975584
Whitey-Ford-Field,40.77758498,-73.93488411
Lt-Frank-McConnell-Park,40.69396551,-73.82738606
Dutch-Kills-Playground,40.75730824,-73.93322439
Rockaway-Freeway,40.59040422,-73.80073151
Norelli-Hargreaves-Playground,40.69016086,-73.80883879
Dr-Charles-R-Drew-Park,40.68072134,-73.80303363
Foch-Sitting-Area,40.67764689,-73.80236499
Playground-One-Forty,40.67510776,-73.80130846
Maple-Grove-Park,40.71193449,-73.82401489
Farm-Playground,40.73580545,-73.77736213
Glenwood-Landing,40.77512677,-73.73997541
Fresh-Meadows-Park,40.74072752,-73.78550875
Calvary-Monument,40.73086841,-73.92975318
Broad-Channel-Veterans-Park,40.61158096,-73.81906791
Hallets-Cove-Playground,40.77205206,-73.93545387
Sergeant-Colyer-Square,40.67490693,-73.80572194
Dwyer-Square,40.75388375,-73.91507475
Norelli-Hargreaves-Memorial-Triangle,40.69571644,-73.80531949
Hollis-Veterans-Square,40.71029075,-73.77132985
Travis-Triangle,40.76691205,-73.81311794
Corporal-Frank-F-Fagan-Sq,40.75603082,-73.91240891
Lt-Clinton-L-Whiting-Square,40.68723491,-73.85822934
Veterans-Circle,40.57840604,-73.84094165
Alameda-Malls,40.76431955,-73.74484572
Westbourne-Playground,40.60792871,-73.76440739
Court-Square-Park,40.74635141,-73.94335726
Bell-Malls,40.75459891,-73.76670052
Patricia-A-Brackley-Park,40.58139901,-73.8456583
South-Gate-Mall,40.6733847,-73.75852095
Nakks-Malls,40.70818998,-73.74283205
225-Street-Malls,40.67354961,-73.74734189
Sixteen-Oaks-Grove,40.75853143,-73.93835707
Al-Stabile-Playground,40.67729513,-73.835461
Pinocchio-Playground,40.70552622,-73.87523926
Uncle-Vito-F-Maranzano-Glendale-Playground,40.70490513,-73.88175232
Starr-Playground,40.70981142,-73.91779758
Saul-Weprin-Playground,40.74804141,-73.77641211
Utopia-Playground,40.7307146,-73.7924142
Playground-Thirty-Five-XXXV,40.75484606,-73.92203724
Paul-Raimonda-Playground,40.77281023,-73.89743705
Overlook-Park,40.77070812,-73.87238637
Kissena-Corridor-Park,40.74702909,-73.8198458
Holy-Cow-Playground,40.74081532,-73.77878105
Jamaica-Playground,40.69323306,-73.79097412
Evergreen-Park,40.69753615,-73.89699992
Travers-Park,40.75395392,-73.88934309
Ehrenreich-Austin-Playground,40.71551793,-73.83683403
Mafera-Park,40.70682733,-73.89130638
The-Painters-Playground,40.72052427,-73.86007032
Delphin-H-Greene-Playground,40.68493068,-73.72906305
Bowne-Playground,40.75819403,-73.82482879
Jamaica-Bay-Park,40.61994138,-73.77010417
Glen-Oaks-Oval,40.74952533,-73.71561276
Arverne-Playground,40.59285679,-73.78518621
Fresh-Meadows-Playground,40.73413594,-73.79620794
Captain-Dermody-Triangle,40.75580111,-73.76456394
Tall-Oak-Playground,40.7461578,-73.75819607
Playground-Eighty-LXXX,40.74473267,-73.70956297
Annadale-Playground,40.73112915,-73.85181858
Vleigh-Playground,40.72982773,-73.8165127
Van-Alst-Playground,40.77063125,-73.9281637
Bellaire-Playground,40.72160477,-73.75801013
Gladys-Warren-Triangle,40.7072908,-73.76424419
Bland-Playground,40.75827113,-73.83113246
Castlewood-Playground,40.74930159,-73.72238364
Bellerose-Playground,40.73279906,-73.71795205
Pomonok-Playground,40.73611769,-73.81386227
Locust-Manor-Playground,40.68609847,-73.75637785
Woodtree-Playground,40.77750804,-73.90237845
Ravenswood-Playground,40.76292378,-73.93524357
Playground-Twenty-One,40.77828131,-73.7984922
Russell-Sage-Playground,40.7239082,-73.85152872
Judge-Moses-Weinstein-Playground,40.71826962,-73.82058884
Maurice-A-FitzGerald-Playground,40.69031126,-73.83976606
Cambria-Playground,40.68932479,-73.74293655
Torsney-Playground,40.74727934,-73.92177904
Latham-Park,40.74188775,-73.89795091
Sherry-Dog-Run,40.74137443,-73.89876121
Spargo-Park,40.74131493,-73.89728448
Crosson-Green,40.74230446,-73.89668881
Electric-Playground,40.73592884,-73.80534768
Whitestone-Playground,40.79201544,-73.80851694
Emerald-Playground,40.73105776,-73.80594272
Redfern-Playground,40.61127714,-73.74945443
Challenge-Playground,40.75656588,-73.72802133
Colden-Playground,40.7702432,-73.82721862
Willow-Lake-Playground,40.72260571,-73.83712789
Telephone-Playground,40.7384847,-73.75659348
Peters-Field,40.73609705,-73.98156169
Hillside-Playground,40.74084611,-73.71312421
Grassmere-Playground,40.59927764,-73.75894554
Playground-Seventy-Five,40.72642498,-73.80817349
Strippoli-Square,40.75720605,-73.90758266
Alley-Park,40.74717452,-73.74513608
Real-Good-Playground,40.73555654,-73.8573449
Barrier-Playground,40.73623018,-73.85497775
Turtle-Playground,40.74213374,-73.82735537
Nassau-Mall,40.76475695,-73.72483671
Nassau-Mall-South,40.7632029,-73.72601644
Haggerty-Park,40.71295155,-73.75766463
Hull-Triangle,40.72542243,-73.90146046
Technical-Sergeant-Thomas-J-Davey-Triangle,40.72636958,-73.90062757
Whitefish-Triangle,40.72516591,-73.89879172
Peter-Chahales-Park,40.72485995,-73.89430187
Crowley-Playground,40.72929024,-73.88029236
Frontera-Park,40.72466405,-73.89530819
Hoffman-Park,40.73285958,-73.87201871
Sitting-Area-127-CXXVII,40.7250469,-73.89205258
Quick-Brown-Fox-Triangle,40.72752197,-73.88875036
Bridge-and-Tunnel-Park,40.74194145,-73.95151588
Moore-Homestead-Playground,40.74208959,-73.88216091
Playground-Ninety,40.7573229,-73.87858479
Northern-Playground,40.75607485,-73.87456151
Marie-Curie-Playground,40.75698984,-73.77173692
Hammel-Playground,40.58820808,-73.80931362
Louis-Pasteur-Park,40.76201525,-73.73542164
Freedom-Square-Playground,40.72317491,-73.82025436
Rockaway-Community-Park,40.59821939,-73.78126116
East-Elmhurst-Playground,40.76548062,-73.87092857
Willets-Point-Playground,40.78382548,-73.79634994
Cedar-Grove-Playground,40.73704711,-73.82372977
Playground-Sixty-Two-LXII,40.73607523,-73.85290234
Ampere-Playground,40.68152286,-73.85695705
Briarwood-Playground,40.71028913,-73.81107772
Francis-Lewis-Playground,40.76052644,-73.78407143
Cardozo-Playground,40.59322469,-73.78657477
Middle-Village-Veterans-Triangle,40.71446764,-73.87727832
Centreville-Playground,40.67028332,-73.83904082
Bayside-Fields,40.77216747,-73.78537844
Clearviews-Tail,40.7247168,-73.75541737
Baybridge-Green,40.78610284,-73.78728905
Linnaeus-Park,40.75383387,-73.75068905
Bayside-Playground,40.58481516,-73.82515423
Clintonville-Playground,40.78306028,-73.80733876
Joseph-Austin-Playground,40.71588577,-73.80071306
Idlewild-Park,40.65254524,-73.75490071
LaGuardia-Landing-Lights,40.76208837,-73.88992435
Conch-Playground,40.59601907,-73.78078222
Steinway-Playground,40.77641062,-73.90345082
Montbellier-Park,40.6746818,-73.75652668
Auburndale-Playground,40.76578611,-73.79428589
Rosemarys-Playground,40.70472963,-73.90394986
Bay-Terrace-Playground,40.78231777,-73.77760698
Oakland-Gardens,40.75360389,-73.75982151
Lost-Battalion-Hall-Recreation-Center,40.73220898,-73.86517971
Latimer-Playground,40.69641613,-73.78623221
Beach-Channel-Playground,40.58895345,-73.80583562
East-Springfield-Playground,40.6985974,-73.73997336
Hollis-Playground,40.70650851,-73.75311451
Springfield-Park-North,40.66408113,-73.75976059
Lanett-Playground,40.59951111,-73.74409349
Harold-Schneiderman-Playground,40.66521759,-73.8504859
Hinton-Park,40.75613351,-73.85499359
Douglaston-Park-Golf-Course,40.75186671,-73.7326526
Railroad-Park,40.8250604,-73.91547985
Rochdale-Park,40.6747034,-73.77448182
Rocket-Playground,40.67068469,-73.84624744
Louis-Armstrong-Playground,40.75541669,-73.85572779
Hart-Playground,40.74877829,-73.89733301
Walter-Ward-Playground,40.65773446,-73.84388113
Seaside-Playground,40.58061626,-73.83091189
Reiff-Playground,40.71862364,-73.90173204
Judge-Angelo-Graci-Triangle,40.67447619,-73.85875655
Yellowstone-Park,40.72625097,-73.84761847
North-Rochdale-Playground,40.67997742,-73.77494806
South-Rochdale-Playground,40.67379817,-73.76912125
Horace-Harding-Playground,40.73322241,-73.86053216
Spirit-Playground,40.76129943,-73.9414393
Sunrise-Playground,40.65266173,-73.73637907
Long-Island-Mews,40.73611571,-73.89009294
Vernon-Mall,40.74230306,-73.95414629
Athens-Square,40.76765602,-73.92246652
Murray-Hill-Playground,40.76165879,-73.81183171
Private-William-Gray-Playground,40.75788097,-73.87081212
Fisher-Pool,40.75853582,-73.86941137
Almeda-Playground,40.59341318,-73.79469266
Seans-Place,40.76048067,-73.91833901
Frank-Golden-Park,40.78468298,-73.83348169
Sorrentino-Recreation-Center,40.60243532,-73.75138042
Brinkerhoff-Mall,40.69572643,-73.78216413
Roy-Wilkins-Recreation-Center,40.68747011,-73.77184243
Corona-Golf-Playground,40.74758268,-73.85460581
Underbridge-Dog-Run,40.73386933,-73.84520086
Udalls-Park-Preserve,40.77266714,-73.74478195
Queens-Farm-Park,40.74730093,-73.72235532
Hook-Creek-Park,40.64626306,-73.74167952
Gene-Gray-Playground,40.60624268,-73.81918507
College-Point-Park,40.78564216,-73.84648804
Fort-Totten-Park,40.79238807,-73.77698992
Dubos-Point-Wildlife-Sanctuary,40.59967332,-73.7924583
Broad-Channel-Park,40.60097354,-73.81980913
Powells-Cove-Park,40.78931963,-73.8345288
Manuel-De-Dios-Unanue-Triangle,40.74758232,-73.88278071
Cornell-Burial-Ground,40.60009365,-73.74962481
Brant-Point-Wildlife-Sanctuary,40.59853885,-73.80245439
Socrates-Sculpture-Park,40.76870481,-73.93694445
Broad-Channel-American-Park,40.59600016,-73.82303153
Louis-Armstrong-Community-Center,40.75727961,-73.86135985
Seagirt-Ave-Wetlands,40.59678022,-73.74021998
Hunters-Point-South-Park,40.73811303,-73.96272172
Vernam-Barbadoes-Peninsula,40.59391682,-73.80563216
Simeone-Park,40.74097568,-73.85990081
College-Point-Fields,40.77645085,-73.83690815
Broad-Channel-Wetlands,40.61146789,-73.82192456
Remsen-Family-Cemetery,40.71245565,-73.85853963
Southside-Burial-Ground,40.67069641,-73.84413726
Prospect-Cemetery,40.70143005,-73.79972897
Corona-Health-Sanctuary,40.74379941,-73.85834091
Carlos-R-Lillo-Park,40.77061254,-73.89355722
Elmhurst-Park,40.7300262,-73.88508138
Flight-587-Memorial-Park,40.57793885,-73.83616021
Park-at-Beach-108-Street,40.58317694,-73.83470697
Lewis-H-Latimer-House,40.76612887,-73.82963135
Sunset-Cove-Park,40.59722442,-73.8240031
Sergeant-Collins-Triangle,40.75162218,-73.90324726
Lt-Michael-R-Davidson-Playground,40.74850461,-73.91371148
Copernicus-Triangle,40.72591723,-73.90599289
Old-Hickory-Playground,40.74160385,-73.95411478
Gwirtzman-Triangle,40.57532285,-73.86320647
Triangle-54-Greenstreet,40.73082262,-73.91896856
Answer-Triangle,40.74861047,-73.87362024
Greenstreet-OConners-Tail,40.74486552,-73.88726586
Lost-Community-Triangle,40.74976972,-73.70645407
Joseph-Caminetti-Greenstreet,40.74206131,-73.85342448
Invictus-Triangle,40.71592452,-73.78832459
Kingsford-Triangle,40.71220026,-73.78869657
Mgsr-Arcese-Tri,40.68145612,-73.84833992
Haym-Sol-Square,40.72587732,-73.82111927
Hillcrest-Veterans-Square,40.72129643,-73.80545403
Greenstreet-ABE-WOLFSON,40.72815076,-73.81500396
Dickson-Triangle,40.68341804,-73.85604822
Erewhon-Mall,40.75182657,-73.79199553
Cooper-Veterans-Memorial,40.70939076,-73.86997974
Atlantis-Triangle,40.74120659,-73.79207302
Musical-Triangle,40.7351029,-73.89625055
Veterans-Triangle,40.65690146,-73.90387258
Tustin-Tri,40.76899723,-73.79220379
Chaplain-Rock-Triangle,40.76474859,-73.76162829
Montauk-Memorial-Triangle,40.68297895,-73.76002194
Benigno-Aquino-Triangle,40.7138171,-73.77691808
Liberty-Triangle,40.70315597,-73.76683703
Chris-Postiglione-Triangle,40.73811433,-73.79534868
Mitchell-Wallace-Triangle,40.75260126,-73.75927427
Nathaniel-Hawthorne-Triangle,40.74351818,-73.76578441
Frank-P-Locicero,40.73394187,-73.7233974
Nathaniel-Schneider-Triangle,40.71277282,-73.85932917
Pleasant-Plains-Plaza,40.52394257,-74.21606665
Barrett-Park,40.62532172,-74.11564869
Barrett-Triangle,40.64179017,-74.07581554
Clove-Lakes-Park,40.61741815,-74.11170624
Conference-House-Park,40.4983548,-74.2392378
Faber-Pool-and-Park,40.64095062,-74.13578232
Amundsen-Circle,40.56462118,-74.13105986
Staats-Circle,40.59923566,-74.07243813
Hero-Park,40.6304983,-74.08811806
White-Park,40.60757217,-74.06312891
LaTourette-Park-and-Golf-Course,40.57690454,-74.15019238
Walker-Park,40.64326255,-74.10944175
Great-Kills-Park,40.55608647,-74.10385987
Freshkills-Park,40.56786754,-74.17688239
Greenbelt-Native-Plant-Center,40.59619534,-74.18133067
Veterans-Park,40.61158096,-73.81906791
Egbert-Triangle,40.62510682,-74.14453379
Forest-Mall,40.63099621,-74.09156118
Silver-Lake-Park,40.62260192,-74.1014636
Tompkinsville-Park,40.63739835,-74.07641592
Mahoney-Playground,40.64343626,-74.08576171
Dugan-Playground,40.5614211,-74.11081487
Long-Pond-Park,40.51129329,-74.22575367
Aesop-Park,40.50951017,-74.22989818
Tappen-Park,40.62681777,-74.07687607
Westerleigh-Park,40.61983857,-74.13448435
Willowbrook-Park,40.59690023,-74.15417638
Wolfes-Pond-Park,40.51806531,-74.18822063
Maple-Woods,40.61115179,-74.08817673
Levy-Playground,40.63400446,-74.12893427
Austin-J-McDonald-Playground,40.62963448,-74.1153178
De-Matti-Park,40.61447705,-74.07425043
Mariners-Harbor-Playground,40.63649295,-74.16047027
Liotti-Ikefugi-Playground,40.63874351,-74.08389268
Midland-Playground,40.57446338,-74.0988334
Midland-Field,40.57611705,-74.09853185
Lyons-Pool,40.63715866,-74.0743322
Schmul-Park,40.58890931,-74.1863635
Willowbrook-Parkway,40.56522579,-74.13080302
Jones-Woods-Park,40.63871767,-74.08913346
Forest-Grove,40.62701089,-74.17405634
Carlton-Park,40.55186657,-74.1844277
Von-Briesen-Park,40.60767429,-74.05888146
Dodgers-Triangle,40.61479813,-74.11950723
Stapleton-Playground,40.62325566,-74.0796413
Arrochar-Playground,40.59782607,-74.07062745
Old-Town-Playground,40.59541984,-74.08140688
Christopher-J-Igneri-Playground,40.60870101,-74.1198181
Richmond-Parkway,40.58818596,-74.12169752
North-Shore-Esplanade,40.64739301,-74.08032309
Gen-Douglas-MacArthur-Park,40.58677755,-74.10025879
The-Big-Park,40.63086198,-74.1644666
Terrace-Playground,40.61367516,-74.09853506
Cloves-Tail,40.61317239,-74.11369034
Great-Kills-Veterans-Playground,40.54709121,-74.15190844
Clawson-Playground,40.56050504,-74.12361559
Naples-Playground,40.60253193,-74.09027401
Father-Macris-Park,40.61675394,-74.16174352
Westwood-Park,40.60638998,-74.14186595
Ingram-Woods,40.6091788,-74.13661408
Sports-Park,40.60949601,-74.11984363
Bradys-Pond-Park,40.60554749,-74.07958192
Markham-Playground,40.62350023,-74.14607041
St-George-Park,40.64455188,-74.07790544
Northerleigh-Park,40.6228093,-74.1340868
Lemon-Creek-Park,40.51666851,-74.19984346
Annadale-Green,40.54140553,-74.17771733
Davis-Playground,40.64223945,-74.08576019
Dongan-Playground,40.58255221,-74.08900275
High-Rock-Park,40.5828142,-74.12412973
Greencroft-Playground,40.55179124,-74.1364446
Lieutenant-John-H-Martinson-Playground,40.53685894,-74.16263624
Ida-Court,40.53831577,-74.18726055
Drumgoole-Tot-Lot,40.54932677,-74.17989428
Wegener-Park,40.55257091,-74.17623825
South-Shore-Country-Club,40.55005521,-74.20530756
Prall-Playground,40.62860412,-74.11807526
Bloomingdale-Park,40.53209438,-74.21467867
New-Dorp-Park,40.56979969,-74.11846017
Tottenville-Pool,40.50544888,-74.23604209
Lt-Lia-Playground,40.64357348,-74.07981451
Meredith-Woods,40.59880105,-74.18741764
Jennifers-Playground,40.62005569,-74.16311549
Deere-Park,40.60646638,-74.10941575
Reeds-Basket-Willow-Swamp-Park,40.59895758,-74.10515312
Blue-Heron-Park,40.53044102,-74.17377757
Arden-Woods,40.55460049,-74.18932585
Siedenburg-Park,40.55662897,-74.14389103
Pralls-Island,40.60885793,-74.20052868
Skyline-Playground,40.63943563,-74.0896636
Eibs-Pond-Park,40.61027971,-74.0818365
Lopez-Playground,40.61149152,-74.08503273
Gaeta-Park,40.60997281,-74.1472187
Joseph-Manna-Park,40.62574372,-74.17695728
Shooters-Island,40.64263471,-74.15953716
Saw-Mill-Creek-Marsh,40.60703474,-74.19422197
Huguenot-Ponds-Park,40.53046337,-74.18983602
Bunker-Ponds-Park,40.52229412,-74.18272022
Arbutus-Woods-Park,40.52853986,-74.18550306
Crescent-Beach-Park,40.53589554,-74.14642026
Hybrid-Oak-Woods-Park,40.5033666,-74.23488962
Bayview-Terrace-Park,40.52634569,-74.16421342
Kingdom-Pond-Park,40.52507198,-74.18447276
Tottenville-Shore-Park,40.51014933,-74.25263507
King-Fisher-Park,40.56267445,-74.15077113
Graniteville-Swamp-Park,40.62448274,-74.17439377
Staten-Island-Industrial-Park,40.61153737,-74.17341978
Sobel-Court-Park,40.61501997,-74.08386943
Seaside-Wildlife-Nature-Park,40.54022019,-74.14178504
South-Beach-Wetlands,40.58714385,-74.0730394
Last-Chance-Pond-Park,40.58517688,-74.09826614
Ocean-Breeze-Park,40.57942235,-74.08577851
Graniteville-Quarry-Park,40.62553305,-74.1546406
Isle-Of-Meadows,40.57650848,-74.203829
Fairview-Park,40.5322376,-74.23027487
Richmond-Terrace-Cemetery,40.63929926,-74.12092218
